"股票代码","股票简称","所属概念","所属同花顺行业","所属指数类","股本规模[20190301]","股票市场类型","技术形态[20190304]","选股动向[20190304]","买入信号inter[20190304]","卖出信号inter[20190304]","开盘价:不复权[20190304]","收盘价:不复权[20190304]","最高价:不复权[20190304]","最低价:不复权[20190304]","量比[20190304]","委比[20190304]","概念龙头[20190304]","基本每股收益[20180930]","每股净资产bps[20180930]","换手率[20190304]","股息率(股票获利率)[20171231]","成交量[20190304]","成交额[20190304]","振幅[20190304]","涨跌幅:前复权[20190304]","总股本[20190304]","流通a股[20190304]","总市值[20190304]","a股市值(不含限售股)[20190304]","市盈率(pe,ttm)[20190304]","市盈率(pe)[20190304]","静态市盈率(中证发布)[20190304]","市净率(pb)[20190304]","实际控制人[20190304]","实际控制人类型[20190304]","实际控制人持股比例[20190304]","资金流向[20190304]","归属于母公司所有者的净利润[20180930]","交易状态[20190304]","牛叉诊股综合评分[20190301]","主营产品名称","经营范围","省份","城市"
"603886.SH","元祖股份","月饼","食品饮料-食品加工制造-食品综合","中证全指;中证A股;上证流通;新综指;商业指数;A股指数;中型综指;上证指数","小盘股","上证AB股;全部A股(非ST);上证A股;上证上市公司;全部上市公司;全部A股;全部AB股","缩量||短线回调||阳线","基金新进持股比例大于5%||成长股||圆弧顶","rsi金叉","行情收盘价下穿5日","18.55","18.50","19.37","18.46","1.65","-23.529","","1.03","5.6661","2.614","2.27722772","3168300.0","60109832.0","4.911","3.700","240000000.00","121209000.00","5318400000.0","2053280500.000","22.76","17.441","21.546","3.602","张秀琬","境外","44.0055","5927490.2","247234232.21","","5.0","鲜奶系列蛋糕||慕思系列蛋糕||冰淇淋系列蛋糕||巧克力系列蛋糕||专属蛋糕||八宝年糕||团圆年糕||开春铜锣烧||台湾肉粽||元祖龙粽||元祖端午玉子||元祖雪月饼||元祖花醉月||元祖花弄月||艾草青团||重阳糕||核枣糕||元祖茗果||元祖三彩||御果子||元祖绿豆糕||元祖月见烧||元祖日见烧||结果子||chesse||cake||元祖香豚||元祖宝岛凤梨酥||元祖桃酥||蛋黄酥||元祖甘薯烧||元祖坚果酥||台湾木瓜||台湾凤梨||台湾柚||台湾芒果||台湾莲雾||台湾火龙果||新西兰苹果||泰国山竹||高山水梨||鲜奶蛋糕||慕司蛋糕||冰淇淋蛋糕||巧克力蛋糕||苏式月饼||广式月饼||台式月饼||台湾龙粽||紫米八宝粽||菌菇粽||雪冰粽||雪晶粽||元祖纳福饼||兔元宵||坚果酥礼盒||台式凤梨酥||绿豆糕||蛋生报喜||小西点||芝麻糕||桂圆糕||台湾菠萝||爱文芒果||新西兰樱桃","食品生产；食品流通；食用农产品（稻谷、小麦、玉米除外）、鲜花、工艺品、日用品、烘焙用品及用具、相关配套包装材料的销售，以特许经营方式从事“元祖”“GANSO”品牌的经营活动；自有房屋租赁并提供相关物业管理服务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】","上海市","青浦区"
"300327.SZ","中颖电子","全息手机;芯片设计;芯片概念;国产替代;智能穿戴;锂电池;白马股;MCU;OLED芯片;集成电路概念;OLED;柔性屏","电子-半导体及元件-集成电路","中证全指;创业300;中证A股;创业板综;深证1000;深证综指;中小创新;创业创新;中创400;制造指数;中创500;创业基础;深证700;深证A指;新指数;新兴综指","中盘股","全部A股(非ST);全部AB股;深证上市公司;深证AB股;全部A股;深证A股;全部上市公司;创业板","阴线||小阴星||缩量","成长股||圆弧顶||持续4天缩量","行情收盘价上穿5日||skdj超卖","行情收盘价下穿5日","26.21","19.08","26.41","25.9","0.78","-19.027","","0.5247","3.5185","1.518","1.44552543","3151211.0","82063566.0","1.944","0.000","230984526.00","228584657.00","5475565666.2","5152298200.000","38.326","40.761","40.636","6.773","傅启明","境外","18.1217","-17908302.0","121222164.71","","5.1","电机控制芯片||音频应用控制芯片||鼠标控制芯片||键盘控制芯片||智能穿戴||可穿戴设备||可穿戴||小家电||节能产品||mcu||锂电业务||集成电路||芯片||蓝牙耳机||锂电池芯片||蓝牙||锂电池管理芯片||节能显屏驱动芯片||小家电控制芯片||白色家电控制芯片||医疗电子控制芯片||集成电路产品","集成电路的设计、制造、加工，与研发相关电子系统模块，销售自产产品，并提供相关售后服务及技术服务。[依法须经批准的项目，经相关部门批准后方可开展经营活动]","上海市","长宁区"
"603898.SH","好莱客","智能家居;沪股通;工业4.0;互联网家装;白马股;全屋定制","轻工制造-家用轻工-家具","工业指数;新综指;上证380;上证100;上证流通;中证1000;上证指数;中证全指;中证A股;A股指数;中型综指","中盘股","全部上市公司;全部A股(非ST);上证AB股;沪股通;全部AB股;上证A股;上证上市公司;全部A股","阴线||回调缩量||缩量","基金新进持股比例大于5%||低估值||优质股","wr超卖||skdj超卖","行情收盘价下穿5日||dma死叉","30.07","15.49","30.3","29.92","0.48","25.979","","0.97","7.1517","0.628","1.09943193","559315.0","16816618.0","1.26","-0.258","320263286.00","108594786.00","5717465993.34","2367366300.000","19.716","27.882","20.274","3.219","沈汉标, 王妙玉","个人, 个人","64.90270000000001","-219642.29","306586805.47","","6.3","整体衣帽间||整体书柜||配套家具||整体衣柜||家居","家具制造业（具体经营项目请登录广州市商事主体信息公示平台查询。依法须经批准的项目，经相关部门批准后方可开展经营活动。）","广东省","广州市"
"300329.SZ","海伦钢琴","二胎概念;在线教育;幼儿教育;文化传媒;职业教育;音乐产业;迪士尼;证金持股","轻工制造-家用轻工-文娱用品","制造指数;创业板综;中证A股;中证全指;新指数;深证A指;深证综指","小盘股","深证上市公司;创业板;全部上市公司;深证AB股;全部A股;全部AB股;全部A股(非ST);深证A股","阳盖阴||缩量||阳线","圆弧顶||持续5天缩量||董事长是创始人","行情收盘价上穿5日||kdj金叉||rsi金叉","行情收盘价下穿5日","8.0","7.37","8.1","7.98","0.4","26.777","","0.1652","3.4642","0.555","0.33142857","1392317.0","11201146.2","1.5","-0.808","251289880.00","250884880.00","2158407298.8","2027149800.000","48.126","50.269","53.164","2.366","金海芬, 陈朝峰, 陈海伦","个人, 个人, 个人","44.8749","-146438.1","41502573.67","","6.3","三角钢琴||码克||钢琴配件||立式钢琴||职业教育||艺术教育培训||在线音乐教育||中高端钢琴||小乐器||电钢琴","钢琴制造；乐器制品、汽车配件、装璜五金、模具制品、非金属制品模具设计、加工、制造。","浙江省","宁波市"
"603900.SH","莱绅通灵","奢侈品","商业贸易-零售-专业连锁","中证A股;中证全指;上证指数;中证1000;中型综指;A股指数;商业指数;新综指;上证流通","小盘股","上证上市公司;全部AB股;全部A股(非ST);全部A股;上证A股;全部上市公司;上证AB股","阴线||回调缩量||缩量","优质股||连涨3天||董事长是创始人","kdj超卖","行情收盘价下穿5日","29.8","14.12","30.68","29.52","0.81","-32.665","","0.63","7.0654","1.055","0.96585029","898163.0","27174479.0","3.886","5.138","340473840.00","85118460.00","4531706810.4","1095474580.000","17.395","31.404","17.508","1.852","沈东军, 马峻","个人, 个人","57.8461","6801407.4","213302953.47","","5.3","新一代钻石蓝色火焰||mas博物馆||红毯||红毯mini||穿越时空||凝爱||百变风情||柏林之冬||传世翡翠||传世翡翠—“飞天”系列||传世翡翠—“传·韵”系列||钻石饰品||翡翠饰品||素金","珠宝饰品、工艺美术品、铂金制品及黄金饰品的零售、收购、生产、加工、修理改制、以旧换新，办公用品零售、批发，经营本企业自产产品及技术的出口业务，经营本企业生产、科研所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务，经营进料加工和“三来一补”业务，企业管理咨询及服务。","江苏省","南京市"
"300334.SZ","津膜科技","京津冀一体化;再生水;分离膜;工业节水;水处理膜;海水淡化;滨海新区;膜材料;高性能膜;污水处理;高校;PPP概念;美丽中国;雄安环保;雄安新区;节能环保","公用事业-环保工程-环保工程及服务","创业基础;新指数;新兴综指;深证A指;中证A股;中证全指;制造指数;深证综指;创业板综","小盘股","全部A股;全部A股(非ST);深证AB股;创业板;全部上市公司;深证上市公司;全部AB股;深证A股","红二兵||缩量||底部吸筹","圆弧顶||持续4天缩量||连涨3天","boll突破中轨","行情收盘价下穿5日||wr超买","11.3","7.88","12.27","11.1","1.84","2.547","","0.017","5.5039","6.314","","17345644.0","201825800.0","10.465","2.738","303922186.00","274844790.00","2525593365.66","2033851400.000","-34.492","-64.469","-36.388","1.346","天津工业大学","大学","14.1565","33480611.0","5158102.98","","5.8","膜产品||污水处理服务||膜组件||微滤膜||膜工程||水污染||市政||污水处理||水处理||污水处理工程||膜产品销售","生产、销售中空纤维膜、膜组件、膜分离设备、水处理设备及相关产品；以上产品及相关产品的进出口、批发、零售（不设店铺）、修理修配；水泵、阀门、管材、水箱、仪表、气动元件、电气设备、控制设备的批发；提供商品检验、检测服务（不含进出口商品的检验鉴定）；提供相关的设计、安装及技术咨询服务；膜清洗服务及相关清洗药剂的销售；工业与民用建筑材料、混凝土和混凝土添加剂、钢材、新型复合材料制品、水泥制品、新型给排水管材、通风设备、五金交电、金属材料、室内外装修装饰材料的销售；提供水处理工程的设计及项目管理和相关的技术与管理服务；从事环保工程专业和机电设备安装工程专业承包业务；提供环境污染治理设施运营管理服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","天津市","滨海新区"
"603919.SH","金徽酒","消费金融;白酒概念","食品饮料-饮料制造-白酒","中证A股;上证指数;上证流通;新综指;工业指数;中型综指;A股指数;中证1000;中证全指","小盘股","全部A股;全部上市公司;上证上市公司;上证AB股;全部A股(非ST);全部AB股;上证A股","阴线||缩量||底部吸筹","圆弧顶||持续5天缩量||绩优股","kdj超卖||rsi金叉","行情收盘价下穿5日","17.2","12.14","17.28","17.07","0.71","-16.075","","0.44","5.2211","0.577","1.32963989","668764.0","11509383.8","1.218","-4.183","364000000.00","115838450.00","4793880000.0","1710933900.000","22.048","26.668","23.426","2.833","李明","个人","44.224","-1947316.4","160434836.63","","5.5","金徽十八年||柔和金徽h9||正能量1号||世纪金徽四星||世纪金徽五星||柔和金徽h3||柔和金徽h6||世纪金徽百里香||正能量2号||正能量3号世纪金徽三星||世纪金徽四星违||金徽金藏||金徽银藏||金徽陈藏||世纪金徽五里香||世纪金徽十里香||世纪金徽一星||世纪金徽二星||陇南春系列","白酒、水、饮料及其副产品生产、销售；包装装潢材料设计、开发、生产、销售（许可项目凭有效证件经营）。","甘肃省","陇南市"
"300335.SZ","迪森股份","低碳;供气;分布式燃气发电;新能源;生态农业;美丽中国;生物质能;白马股;节能环保;天然气;雄安新区","公用事业-环保工程-环保工程及服务","中证全指;创业300;深证综指;深证1000;中小创新;水电指数;创业板综;创业基础;深证700;新指数;新兴综指;深证A指;中证A股","小盘股","全部上市公司;深证上市公司;全部AB股;深证AB股;全部A股;创业板;全部A股(非ST);深证A股","光头阳线||红二兵||底部吸筹","低估值||本月发生大宗交易||圆弧顶","boll突破中轨||mtm金叉","行情收盘价下穿5日","15.72","6.49","16.29","15.64","1.33","-24.092","","0.4105","3.723","2.782","0.68729331","7339908.0","117188674.0","4.124","0.000","362916645.00","264237732.00","2685583173.0","2021418600.000","13.754","27.184","13.942","2.147","常厚春, 李祖芹, 马革","个人, 个人, 个人","33.7461","21996218.0","148959268.16","","6.2","热力(蒸汽、热量)||燃料(bmf、bgf、egc-f)||生物质固化成型燃料||工业燃料||热力||生物质燃料||窑炉||生态油||陶瓷窑炉||生物质可燃气||生物质发电||油气||热电||钢铁||燃煤锅炉||锅炉||陶瓷||清洁能源||bmf热力||bmf燃料||燃油燃气锅炉||阀门||融资租赁||清洁能源综合服务-b端运营||清洁能源综合服务-c端产品与服务","开发、研究：生物质能源、资源综合利用产品及技术；研究、生产、销售：生物质能源产品、生物质能源生产设备、生物质能源使用装置；热力生产和供应；收购、加工：秸秆、稻壳等农业废弃物、木屑、树皮等林业剩余物；能源管理服务；种植：草本或木本植物；生物质能源设施和设备租赁；货物进出口，技术进出口（法律、行政法规禁止的项目除外；法律、行政法规限制的项目，须取得许可后方可经营）。","广东省","广州市"
"603920.SH","世运电路","OLED;人民币贬值受益","电子-半导体及元件-印制电路板","A股指数;新综指;上证流通;中证A股;上证指数;中证1000;中证全指;工业指数","小盘股","上证AB股;上证上市公司;上证A股;全部A股(非ST);全部A股;全部AB股;全部上市公司","红二兵||缩量||短线回调","低估值||圆弧顶||持续5天缩量","行情收盘价上穿5日||kdj金叉||rsi金叉","行情收盘价下穿5日","16.58","12.10","16.78","16.35","0.96","0.0","","0.41","5.7875","2.361","2.3397762","2096357.0","34858561.0","2.598","-0.982","401800000.00","128210018.00","5394600360.0","1724424700.000","31.285","31.731","26.996","2.218","佘英杰","境外","63.53","996306.9","164395942.42","","5.3","单面板||双面板||多层板||hdi板","研发、生产、销售线路板（含高密度互连积层板、柔性线路板）及混合集成电路，电子产品，电子元器件；自产产品及其辅料进出口；技术进出口；自产产品售后服务、技术服务及咨询服务（上述不涉及国营贸易管理商品，涉及配额许可证管理、专项规定管理的商品，按国家有关规定办理；涉及专项规定、许可经营的，按国家有关规定办理）。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","广东省","江门市"
"300340.SZ","科恒股份","尾气治理;生物医药;稀缺资源;正极材料;锂电设备;小金属概念;锂电池;宁德时代概念;证金持股;稀土永磁;燃料电池","电子-其他电子-其他电子Ⅲ","创业基础;深证700;深证A指;新指数;新兴综指;中证全指;创业300;中证A股;深证综指;深证1000;中小创新;创业板综;制造指数;中创400;中创500","小盘股","深证AB股;深证A股;全部AB股;全部上市公司;全部A股(非ST);深证上市公司;创业板;全部A股","十字星||缩量||下降通道","圆弧顶||连涨3天||箱体震荡","行情收盘价上穿5日||kdj超卖||kdj金叉","mtm死叉","47.17","16.26","48.2","46.4","1.04","-9.643","","0.24","6.7869","7.115","0.34447124","6049882.0","285877900.0","3.852","4.701","212144720.00","153049827.00","3706168258.4","2041684700.000","25.519","40.501","27.125","1.950","万国江","个人","19.14","-23695703.0","50905825.02","","5.2","新兴领域用稀土发光材料||锂电材料||led工程||节能灯用稀土发光材料||锂离子电池正极材料||锂离子电池自动化生产设备","生产、销售化工原料及化工产品（法律、行政法规禁止或未取得前置审批的项目不得经营）；货物进出口、技术进出口（法律、行政法规禁止的项目不得经营；法律、行政法规限制的项目需取得许可后方可经营）。","广东省","江门市"
